Dist_Name,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Latitude,Longitude,Rainfall (mm/hr)
Mysuru,1.66900183,1.291071277,0.377930553,12.3051828,76.6553609,1.2689630773266784e-27
Vijayapura,0.883343513,0.871904394,0.011439119,16.8269911,75.7175387,-3.390494220808386e+26
Kasaragod,3.02140911,0.717632918,2.303776192,12.42219635,75.19044457747756,191930310852608.0
Wayanad,0.815062099,0.354881107,0.460180992,11.71512915,76.12711850740615,-1.0949436087538108e+30
Kozhikode,1.40055533,0.599372106,0.801183224,11.2450558,75.7754716,-3.2684483528137207
Malappuram,1.938819937,0.260316709,1.678503228,11.10684475,76.10995510466662,2.028049092503914e+28
Palakkad,2.435607291,0.550109826,1.885497465,10.78736915,76.47421718925105,-0.0003396962420083
Thrissur,5.136358427,0.761485485,4.374872942,10.5270099,76.214621,-1.0949436087538108e+30
Idukki,0.789197649,0.784504282,0.004693367,9.815478500000001,76.99915994809137,-2.273170714162109e-11
Ernakulam,5.103357738,3.843019755,1.260337983,10.038394700000001,76.50741452482532,-0.0003396962420083
Alappuzha,21.06652893,8.660110439,12.40641849,9.5006651,76.41241428564258,-0.0003396962420083
Kottayam,3.699266664,2.178531176,1.520735488,9.6287383,76.64553257390992,1.2689630773266784e-27
Pathanamthitta,1.224907042,0.233181386,0.991725656,9.278084100000001,76.97374429915658,-2.273170714162109e-11
Kollam,2.689873614,2.697055096,0.007181482,8.9674039,76.85857804538561,1.2689630773266784e-27
Thiruvananthapuram,0.884604088,0.648894373,0.235709715,8.4882267,76.947551,-2.273170714162109e-11
Kannur,3.447996641,1.090489394,2.357507247,11.8763836,75.3737973,191930310852608.0
Leh,0.46868104,0.486956079,0.018275039,34.1642029,77.5848133,-3.299250636613595e+35
Kargil,0.468179461,0.181839586,0.286339875,34.5594418,76.1255982,3.455123826438549e+34
Lakshadweep,17.42627711,13.42627711,4.0,10.3337313,72.92053859204833,-7.1151016527437605e-06
Burhanpur,0.821960718,0.136420671,0.685540047,26.269739549999997,82.99508798317166,11291536130048.0
Morena,3.024035354,0.36602215,2.658013204,26.166667,77.5,-3.299250636613595e+35
Bhind,2.808721208,0.119319241,2.689401967,26.5,78.75,1.4846228940000384e-38
Gwalior,0.637436542,0.480315571,0.157120971,26.2037247,78.1573628,2.0084641505491166e-07
Sheopur,1.417634793,0.185883526,1.231751267,25.6656611,76.6954843,0.0
Shivpuri,0.728096946,0.56739149,0.160705456,25.374121549999998,77.82788660942335,5.087290760466388e-38
Tikamgarh,0.397359874,0.123153605,0.274206269,24.85521045,79.04725459918899,5.401504160270162e+32
Neemuch,1.80618778,1.853193024,0.047005244,24.63055165,75.18289996326385,5.491409652337328e+31
Rewa,0.994456438,0.175699644,0.818756794,24.75608455,81.38105738502682,0.0017688050866127
Satna,0.676054775,0.682682458,0.006627683,24.5,81.0,2.5452363510062e+21
Guna,0.595168951,0.137757934,0.457411017,24.5,77.5,1.7509818462287463e-38
Ashoknagar,1.106305566,0.886532248,0.219773318,24.576189,77.7302895,264183496704.0
Mandsaur,1.435703116,1.47147063,0.035767514,24.2628148,75.38569204340352,6.368714040664707e-30
Singrauli,1.521857949,0.715195816,0.806662133,24.1974432,82.6661453,106.43994140625
Sidhi,2.184368869,0.402325215,1.782043654,24.25,82.0,1.492037278892032e+18
Sagar,0.895085498,0.240442317,0.654643181,23.808307550000002,78.75825398721975,-1028872300658688.0
Damoh,1.37672163,0.183081246,1.193640384,23.75,79.583333,0.3048420250415802
Shajapur,0.571010644,0.057503291,0.513507353,23.41710015,76.60747942907905,1.0224298384114375e-14
Vidisha,0.912677122,0.277215122,0.635462,23.5208128,77.8063184,264183496704.0
Rajgarh,0.937282124,0.464455125,0.472826999,23.87167065,76.77447033719486,-1.508584777088212e+32
Shahdol,0.76725114,0.771098824,0.003847684,23.3002343,81.364771,-6.3593282317293215e-27
Katni,1.074565636,0.544194583,0.530371053,23.7477258,80.40158570175886,-1.0613853017485864e+23
Umaria,0.907342834,0.911756287,0.004413453,23.64318365,80.94190777719564,2.5452363510062e+21
Ratlam,0.690751655,0.102150461,0.588601194,23.50222005,74.9551534052134,10802984648704.0
Bhopal,0.626374883,0.626869321,0.000494438,23.2584857,77.401989,1.7509818462287463e-38
Ujjain,0.752619653,0.044407032,0.708212621,23.1885131,75.7716562,-3.390494220808386e+26
Raisen,1.851820563,0.547154614,1.304665949,23.25,78.083333,
Sehore,1.308962201,0.443833329,0.865128872,23.115004149999997,77.06653558236647,-5.130314093548805e-07
Jabalpur,1.701345896,1.091398785,0.609947111,23.1608938,79.9497702,-6.766819822417006e-17
Dewas,1.037523564,0.405980697,0.631542867,23.0,76.166667,4.268984956626351e+20
Anuppur,0.69532992,0.16785608,0.52747384,23.0346179,81.75102551563023,6.171613848951325e-26
Jhabua,0.409073564,0.130395664,0.2786779,22.88696515,74.72432486327068,5604.03173828125
Dindori,1.451159302,0.207929959,1.243229343,22.9213356,81.08085609483616,2.5452363510062e+21
Narsimhapur,2.214872889,0.238163477,1.976709412,22.916667,79.166667,1.3925465737027064e-26
Dhar,0.815779757,0.487835201,0.327944556,22.578657200000002,75.22586367245644,5.491409652337328e+31
Indore,0.351694942,0.088367293,0.263327649,22.7203616,75.8681996,-3.390494220808386e+26
Mandla,1.57739714,0.911846658,0.665550482,22.687107400000002,80.58163411525186,-1.0613853017485864e+23
Hoshangabad,2.346467017,0.970690301,1.375776716,22.7529598,77.7173261,264183496704.0
Seoni,1.235483561,0.815741223,0.419742338,22.2748109,79.72025222428486,-1.5191126992353363e-24
Alirajpur,0.872416618,0.738663983,0.133752635,22.28595245,74.35456282607561,-329.158203125
Chhindwara,0.626598635,0.382961008,0.243637627,22.20718965,78.79883295930742,-1028872300658688.0
Harda,1.414901297,0.286810929,1.128090368,22.3390401,77.1015504,-5.130314093548805e-07
West Nimar,1.727264926,0.465974584,1.261290342,21.833333,75.5,6.368714040664707e-30
East Nimar,1.041803014,1.03067221,0.011130804,21.75,76.583333,1.0224298384114375e-14
Balaghat,1.159502036,0.086946009,1.072556027,21.8611589,80.3237104768576,992577912832.0
Barwani,0.86377453,0.58771354,0.27606099,22.0333621,74.8978374,10802984648704.0
Agar Malwa,0.53688887,0.338892414,0.197996456,23.935091999999997,76.14495952354727,4.268984956626351e+20
Datia,2.46515688,0.299925165,2.165231715,25.75,78.5,-2.253718000437688e-21
Chhatarpur,1.27766675,0.251215844,1.026450906,24.75,79.75,-1.5191126992353363e-24
Panna,0.90658603,0.165583402,0.741002628,24.5,80.25,992577912832.0
Betul,0.659609051,0.086627039,0.572982012,21.8797472,77.87536507259225,
Niwari,2.347448333,0.208926357,2.138521976,25.3123152,78.66756404982684,1.4846228940000384e-38
Gondiya,1.020830235,0.911616345,0.10921389,21.1456285,80.26838674856234,992577912832.0
Bhandara,2.564278476,0.742932408,1.821346068,21.1225869,79.79450898891825,-1.5191126992353363e-24
Jalgaon,1.523114248,0.504330321,1.018783927,20.84288265,75.52612463784979,6.368714040664707e-30
Wardha,1.65012412,1.005544539,0.644579581,20.82562315,78.61314549522919,-3.0296136169608203e-21
Buldana,0.570331597,0.427298223,0.143033374,20.562845000000003,76.40869861474177,1.0224298384114375e-14
Akola,0.880057177,0.274621796,0.605435381,20.76181225,77.1921156663574,-3.371811127790618e-22
Nashik,0.73876734,0.729292944,0.009474396,20.0112475,73.7902364,5.9106912244656754e-33
Gadchiroli,1.859313068,0.196356508,1.66295656,19.759070350000002,80.16228072580182,992577912832.0
Washim,0.392447344,0.392373985,7.34e-05,20.287417750000003,77.23696550258964,-3.371811127790618e-22
Chandrapur,1.760192182,0.535308039,1.224884143,20.0967555,79.50454752230621,0.3048420250415802
Yavatmal,0.98190471,0.983855741,0.001951031,20.3270469,78.1186870440679,
Jalna,0.710994286,0.649960977,0.061033309,19.918832950000002,75.87085986165867,-3.390494220808386e+26
Ahmadnagar,0.691347983,0.697616588,0.006268605,19.074352,74.7219979,5604.03173828125
Hingoli,1.332394248,1.334570744,0.002176496,19.54311635,77.17394323993398,-3.371811127790618e-22
Nanded,1.586913636,0.436541633,1.150372003,19.09400875,77.48319215130235,1.7509818462287463e-38
Parbhani,3.612234955,0.631474073,2.980760882,19.29019805,76.60264434278307,1.0224298384114375e-14
Pune,1.079353461,1.091416421,0.01206296,18.5213738,73.8545071,5.9106912244656754e-33
Bid,0.847814579,0.573485427,0.274329152,38.89939685,-77.03051222530138,-550883456.0
Mumbai,0.013175876,0.012175873,0.001000003,19.054999,72.8692035,77.27196502685547
Latur,0.559348532,0.350302784,0.209045748,18.355334749999997,76.75489974062862,-1.508584777088212e+32
Osmanabad,0.279521656,0.27922672,0.000294936,18.28224535,76.05881660170444,5.692504172424093e+23
Solapur,1.684216461,0.761165008,0.923051453,17.84990665,75.27632027348457,5.491409652337328e+31
Satara,0.886672906,0.88365251,0.003020396,17.63612885,74.29827807601782,-329.158203125
Ratnagiri,1.554240455,0.978975411,0.575265044,17.282607900000002,73.4569787039826,2.014569460056309e+31
Sangli,0.816411266,0.371511861,0.444899405,16.8502534,74.5948885,-1.9894589448066213e-13
Kolhapur,1.531674907,0.739128811,0.792546096,16.7028412,74.2405329,-329.158203125
Sindhudurg,1.40862314,0.632545644,0.776077496,16.135719299999998,73.65220860183584,5.9106912244656754e-33
Thane,3.51519111,2.261563329,1.253627781,19.1943294,72.9701779,1.3410407007086178e-07
Palghar,2.015211138,1.112239022,0.902972116,19.757249,73.09311986183509,1.3410407007086178e-07
Nandurbar,1.936180535,1.1061674,0.830013135,21.51416215,74.54055132515717,-1.9894589448066213e-13
Amravati,1.132570579,0.452234552,0.680336027,21.15454115,77.64429617998744,264183496704.0
Dhule,0.703409115,0.475721838,0.227687277,21.1305215,74.49006143365727,-1.9894589448066213e-13
Nagpur,1.535057736,1.136796464,0.398261272,21.1498134,79.0820556,5.401504160270162e+32
Aurangabad,0.75855332,0.771925606,0.013372286,24.75,84.5,1.8178185420730196e+22
Raigarh,2.063545631,2.02693479,0.036610841,21.897618,83.3965501,-160074504863744.0
Mumbai Suburban,0.915654785,0.914657543,0.000997242,18.94135,72.8352518,77.27196502685547
Kamjong,0.610853038,0.129302233,0.481550805,27.0529479,90.8278454,4.666446336975646e-24
Senapati,0.710207411,0.0,0.710207411,25.393369749999998,94.15051748246111,-1.9688786135553788e-25
Tamenglong,1.701837152,0.006002374,1.695834778,25.064871099999998,93.5465432111695,0.0
Imphal West,3.366895401,0.042914083,3.323981318,24.757326,93.85847858025147,0.0
Kakching,3.624802358,0.104413907,3.520388451,24.4974827,93.9835543,0.0
Bishnupur,3.487839839,3.486841412,0.000998427,23.0757335,87.3146343,1.1636688041846184e-32
Chandel,0.632996,0.002124825,0.630871175,24.1700959,94.00596727469227,0.0
Churachandpur,1.167264968,0.2279733,0.939291668,24.281310750000003,93.67603860087425,0.0
Imphal East,11.82536756,0.032628883,11.79273868,24.85154025,94.00947957721581,0.0
Jiribam,5.343630309,0.111022838,5.232607471,24.8098254,93.1137269,0.0
Kangpokpi,0.701396511,0.166897675,0.534498836,25.1524326,93.9714932,0.0
Thoubal,23.65742483,0.052982735,23.6044421,24.62525025,94.00835224071031,0.0
Tengnoupal,0.539127806,0.0,0.539127806,24.3847802,94.1472634,0.0
Ukhrul,0.669906789,0.0,0.669906789,25.311073800000003,94.47537752375742,-3.7866876740702584e-18
Noney,2.73207358,0.05487921,2.67719437,24.8625867,93.6237454,0.0
Pherzawl,2.387954764,0.021159458,2.366795306,24.30122565,93.2501037647325,0.0
Ribhoi,1.874505797,0.159366599,1.715139198,25.723641,92.0426338690288,2.4143216702833133e+26
West Khasi Hills,1.198133343,0.006185816,1.191947527,25.5814429,91.08510943564022,-1.7603332397730414e-20
East Jaintia Hills,1.649728103,0.02228155,1.627446553,25.25157605,92.48405006942016,-3.604893936426379e-05
East Khasi Hills,1.226830999,0.077062889,1.14976811,25.40237355,91.83171775361184,-4.517572031175288e+30
South Garo Hills,1.298508569,0.025829871,1.272678698,25.347969,90.56577725964563,-9.998692576118628e-07
West Garo Hills,1.111942423,0.032280391,1.079662032,25.606314249999997,90.21139055037469,6.828032121189887e+37
East Garo Hills,0.691122728,0.004744409,0.686378319,25.61849455,90.63421621777749,4.666446336975646e-24
West Jaintia Hills,1.733990094,0.091584225,1.642405869,25.4425965,92.29882747091773,-1.4108982038241178e-10
South West Khasi Hills,1.814196952,0.045431517,1.768765435,25.330722100000003,91.32173879770662,249108.984375
North Garo Hills,1.505747627,0.0,1.505747627,25.8619841,90.70177048839348,4.666446336975646e-24
South West Garo Hills,3.341603843,0.001275329,3.340328514,25.44463095,89.99696550020556,-7.910227816585391e-38
Kolasib,1.964392845,0.380323566,1.584069279,24.1905469,92.71365945236167,0.0
Aizawl,2.162077627,0.096288881,2.065788746,23.7433532,92.7382756,0.0
Mamit,1.381857077,0.0,1.381857077,23.75590845,92.45173568830637,0.0
Champhai,0.919185436,0.0,0.919185436,23.54437435,93.34795058148227,0.0
Serchhip,1.328475491,0.0,1.328475491,23.3052514,92.8455123321871,0.0
Lunglei,2.6734292,0.01244799,2.66098121,22.95199715,92.63388271315205,0.0
Saiha,2.96841934,0.016731928,2.951687412,22.287672399999998,93.01336001484833,0.0
Lawngtlai,2.814060532,0.021722019,2.792338513,22.3913377,92.73971892338996,0.0
Mon,2.746283665,0.00464644,2.741637225,54.23592075,-4.514766902315387,-420573380608.0
Longleng,2.847941427,0.010400483,2.837540944,26.49031725,94.77214247303138,-0.000172254643985
Mokokchung,1.200974196,0.0,1.200974196,26.4795861,94.51052754768273,-3.7866876740702584e-18
Tuensang,0.650005813,0.0,0.650005813,26.23421065,94.74155301538642,-0.000172254643985
Kiphire,1.066560501,0.0,1.066560501,25.81138215,94.8494968258058,-0.000172254643985
Peren,0.587829484,0.001342531,0.586486953,25.47907705,93.72563659313207,-4.450523006090369e-22
Wokha,2.044958036,0.491956258,1.553001778,26.166667,94.25,-1.9688786135553788e-25
Zunheboto,0.640526895,0.0,0.640526895,26.0,94.5,-3.7866876740702584e-18
Phek,1.968885678,0.002356585,1.966529093,25.75,94.5,-3.7866876740702584e-18
Kohima,0.321623488,0.0,0.321623488,25.6618755,94.1019156,9.34555539843278e+20
Dimapur,1.720970931,0.004473913,1.716497018,25.911744,93.721703,-4.450523006090369e-22
Bhadrak,10.96625941,2.562091316,8.404168094,21.0633288,86.5053731,-4.5843328929534057e-17
Dhenkanal,1.607306371,0.725516959,0.881789412,20.835149350000002,85.60223048169827,2.0536309486831662e-30
Jajapur,12.17977255,0.632633041,11.54713951,20.827789199999998,86.37983525915192,-4.5843328929534057e-17
Subarnapur,3.493045358,1.212807104,2.280238254,20.85357835,83.85291592046968,-4.4098271234940825e-25
Nuapada,1.647190051,0.35257892,1.294611131,20.769099750000002,82.51862845874122,5.7708517967671226e-21
Balangir,1.245116533,0.149789566,1.095326967,20.7502257,83.2499464,75360768.0
Baudh,2.608651472,0.899336006,1.709315466,20.8415619,84.3213321,1.6227772903221194e-08
Cuttack,13.14840204,1.638891263,11.50951078,20.4686,85.8792,2.1269640122466304e+16
Kandhamal,0.573783436,0.032063654,0.541719782,20.13069385,84.07904760590154,3627792.0
Nayagarh,4.840654376,0.392848482,4.447805894,20.1160666,85.11195643843573,-2.571390857539083e-17
Khordha,3.367308168,1.214771584,2.152536584,20.22564715,85.56059465125232,2.0536309486831662e-30
Kalahandi,0.969360733,0.57131064,0.398050093,19.82657565,83.04087019477804,3.880944440200257e-31
Jagatsinghapur,3.152171799,3.230232986,0.078061187,20.2719296,86.15990131192848,-4.603070277369367e-23
Puri,18.91181616,18.5900097,0.32180646,19.8076083,85.8252538,3.1567669072183483e+35
Nabarangapur,0.945022433,0.509433477,0.435588956,19.60962325,82.29876854111501,1.4220555628073452e+18
Rayagada,1.514776096,0.065376151,1.449399945,18.965998550000002,84.19287455014992,1.6227772903221194e-08
Koraput,1.383903026,1.198572767,0.185330259,18.7232023,82.61005964425227,5.7708517967671226e-21
Malkangiri,1.711137196,1.784198785,0.073061589,18.35835435,81.89823748747048,1.492037278892032e+18
Anugul,1.964959616,1.692681852,0.272277764,20.8411255,85.08040066385269,-2.571390857539083e-17
Kendrapara,23.2512603,4.951021358,18.30023894,20.50040085,86.43170622796478,-4.5843328929534057e-17
Ganjam,3.782362954,1.187000815,2.595362139,19.3883898,85.0496786,-2.571390857539083e-17
Gajapati,0.776854184,0.1973271,0.579527084,19.1966026,84.19306336169709,1.6227772903221194e-08
Mayurbhanj,1.289395367,0.185356663,1.104038704,21.915633800000002,86.39618239522102,-4.5843328929534057e-17
Sundargarh,2.122434122,0.304650931,1.817783191,22.25,84.5,1.8178185420730196e+22
Kendujhar,1.491690841,0.370501647,1.121189194,21.5892323,85.66878413736906,3.1567669072183483e+35
Baleshwar,12.64357177,3.878298705,8.765273065,21.51979155,86.87906376156391,1.5319092342372015e-37
Jharsuguda,2.936283719,3.100195768,0.163912049,21.87705125,84.00905063735019,3627792.0
Bargarh,1.309118184,1.345216816,0.036098632,21.347763399999998,83.65768298821486,-4.4098271234940825e-25
Debagarh,2.166747854,2.19247626,0.025728406,21.5934771,84.74330169777767,-2.378722510183617e+20
Sambalpur,1.95082885,1.296871576,0.653957274,21.4706422,83.98368580351055,3627792.0
Puducherry,1.760373358,0.820562264,0.939811094,10.91564885,79.80694879844232,-3.0025842289952146e-17
Karaikal,1.148059852,1.327174677,0.179114825,10.91564885,79.80694879844232,-3.0025842289952146e-17
Mahe,1.6545,1.410606801,0.243893199,11.7021978,75.5364701,-1.203119033774667e-15
Yanam,32.6562,29.67097127,2.98522873,16.7332235,82.2018117763748,1.4220555628073452e+18
Gurdaspur,8.104089132,0.113656362,7.99043277,31.9037264,75.22755867008682,0.0
Hoshiarpur,1.124097105,0.108432652,1.015664453,31.60929415,75.84597544153354,6.917143821716309
Amritsar,2.592469047,0.034259992,2.558209055,31.6611624,74.8821657,0.0
Jalandhar,5.423173348,0.0,5.423173348,31.29223115,75.56788777097373,0.0
Tarn Taran,5.771552223,0.165720765,5.605831458,31.32124525,74.84166874384624,0.0
Rupnagar,8.530840592,0.471251752,8.05958884,31.0917102,76.52897012920695,0.0
Shahid Bhagat Singh Nagar,10.97305613,0.067246598,10.90580953,16.69382715,74.46158814301754,-1.9894589448066213e-13
Fazilka,4.742047502,0.0,4.742047502,30.3198406,74.1217943299535,-1.8373675966385443e-27
Moga,2.73145838,0.0,2.73145838,30.7877554,75.15935898836224,0.0
Ludhiana,4.786805709,0.007473247,4.779332462,30.9090157,75.851601,6.917143821716309
Sahibzada Ajit Singh Nag*,0.112972873,0.010724633,0.10224824,,,
Faridkot,4.441457773,0.0,4.441457773,30.6014507,74.79501756894368,0.0
Fatehgarh Sahib,0.476176498,0.0,0.476176498,30.663404149999998,76.38030001704635,0.0
Sri Muktsar Sahib,2.388794655,0.000403704,2.388390951,30.28671615,74.52622341443077,0.0
Sangrur,2.448919322,0.0,2.448919322,30.135717,75.85333259556887,6.917143821716309
Barnala,1.6671773,0.0,1.6671773,30.3716802,75.5039886995367,0.0
Bathinda,4.083232034,0.018454025,4.064778009,30.17948135,75.04710979185342,0.0
Patiala,4.903037722,0.000974475,4.902063247,30.20927775,76.33972313649818,3.455123826438549e+34
Mansa,2.763547618,0.004390434,2.759157184,29.8764133,75.48895639945275,0.0
Firozpur,8.113945312,0.027828753,8.086116559,30.8753832,74.65254375024789,0.0
Pathankot,2.474306677,1.207937139,1.266369538,32.3021899,75.65894063717977,6.917143821716309
Kapurthala,3.634049856,0.260845183,3.373204673,31.38564755,75.30533042971072,0.0
Churu,0.776519408,0.00062635,0.775893058,28.20477805,74.69129960764752,0.0
Jhunjhunun,0.337331328,0.000184082,0.337147246,28.0,75.5,0.0
Jaisalmer,0.490864938,0.007376732,0.483488206,27.0264162,70.77751197645885,-4153359.75
Sikar,0.420855874,0.0,0.420855874,27.662505799999998,75.02799052644464,0.0
Alwar,0.348076896,0.005601607,0.342475289,27.414004849999998,76.61703869600933,0.0
Jaipur,0.300794996,0.001876113,0.298918883,26.9154576,75.8189817,6.917143821716309
Jodhpur,0.356570143,0.004713804,0.351856339,26.2967719,73.0351433,0.0
Bharatpur,2.342300583,0.003684995,2.338615588,27.024695899999998,77.29201163357268,8.986377360997722e-05
Nagaur,0.318324761,0.004782392,0.313542369,26.9873443,73.73890107316704,-1.0671091055125557e-18
Dausa,0.503371084,0.004574126,0.498796958,26.80486585,76.44374569929329,0.0
Karauli,0.633480722,0.197979321,0.435501401,26.4530971,77.0160460838982,-2.3812975640578862e-20
Dhaulpur,3.16604113,0.385474633,2.780566497,26.65303315,77.62410372608912,-3.299250636613595e+35
Barmer,0.88895207,0.014956261,0.873995809,25.5814853,71.19249222700306,-1.7852937831106962e-18
Sawai Madhopur,1.752297609,0.2640657,1.488231909,26.1137182,76.4240637330536,0.0
Tonk,0.845948588,0.871896612,0.025948024,26.122266000000003,75.82386305157223,6.917143821716309
Pali,0.420034216,0.028374093,0.391660123,25.45522105,73.4193889559074,0.0
Bhilwara,0.795160097,0.045229947,0.74993015,25.48911765,74.33007256947698,-2.621343344340428e-37
Jalor,1.350286581,0.005874951,1.34441163,25.3476006,72.6260916,0.0
Bundi,2.12987866,0.138460405,1.991418255,25.4367659,75.736147085863,6.917143821716309
Kota,2.883610805,0.503964127,2.379646678,25.1737019,75.8574194,-3.390494220808386e+26
Sirohi,0.276456745,0.023800256,0.252656489,24.811404699999997,72.83002573160249,77.27196502685547
Baran,2.698445577,0.273336329,2.425109248,24.92081645,76.6821984669639,-1.508584777088212e+32
Udaipur,0.289382661,0.290943084,0.001560423,24.578721,73.6862571,5.9106912244656754e-33
Jhalawar,1.321031828,0.380898218,0.94013361,24.3132368,76.52210783164801,1.0224298384114375e-14
Dungarpur,0.586707161,0.388930127,0.197777034,23.672305299999998,73.81664192753466,5.9106912244656754e-33
Banswara,0.908342871,0.925230196,0.016887325,23.49150465,74.35021720129201,-329.158203125
Ajmer,0.260510002,0.05695381,0.203556192,26.4691,74.639,0.0
Rajsamand,0.253865414,0.088450607,0.165414807,25.2892459,73.8241077454327,-1.0671091055125557e-18
Chittaurgarh,1.068551638,1.101782041,0.033230403,24.5,74.5,-1.9894589448066213e-13
Ganganagar,6.604699359,0.009686833,6.595012526,23.7497214,91.87663495294915,0.0
Hanumangarh,3.719727987,0.012851681,3.706876306,29.3659533,74.29842896506344,-2.621343344340428e-37
Bikaner,0.693208661,0.008307225,0.684901436,28.0159286,73.3171367,0.0
Pratapgarh,0.34101676,0.239472067,0.101544693,25.75,81.75,2.7084894955228117e+29
North  District,0.608832673,0.545185157,0.063647516,22.516949349999997,114.21359265126003,-8.398673116971622e-07
West District,0.75096604,0.065150406,0.685815634,24.14138,120.67104,0.0
South District,1.694907072,0.18276756,1.512139512,30.682333399999997,34.88242290754138,7.383852418385571e-10
East District,0.934153719,0.10298745,0.831166269,24.8047326,120.9736257,0.0
Adilabad,1.209758847,0.22104424,0.988714607,19.54570375,78.60867589700759,-3.0296136169608203e-21
Hyderabad,0.522269753,0.52199262,0.000277133,17.360589,78.4740613,-3.0296136169608203e-21
Jagitial,1.696878929,0.394204469,1.30267446,18.7908955,78.9118341,5.401504160270162e+32
Jangoan,0.433243486,0.315476097,0.117767389,17.7557919,79.13238961179245,1.3925465737027064e-26
Mulugu,2.920152054,0.667449464,2.25270259,17.7436949,78.62977,-1028872300658688.0
Jogulamba Gadwal,2.863639705,1.45893785,1.404701855,16.0999202,77.73415835077523,264183496704.0
Kamareddy,1.880129371,0.928824065,0.951305306,18.316551,78.05393808043348,
Karimnagar,1.016544336,1.029366402,0.012822066,18.4348122,79.1328042,1.3925465737027064e-26
Khammam,0.560077929,0.458663756,0.101414173,17.172918850000002,80.40575365751027,-1.0613853017485864e+23
Kumuram Bheem Asifabad,1.762360552,0.6274381,1.134922452,19.33381885,79.4219792634756,0.3048420250415802
Mahabubabad,0.514342184,0.26668014,0.247662044,17.7138983,80.04134252767227,-6.766819822417006e-17
Mahabubnagar,0.520380467,0.103573838,0.416806629,16.696568550000002,77.95911462089693,
Mancherial,2.37206874,1.035405769,1.336662971,18.9812967,79.51980961374048,0.3048420250415802
Medak,1.038975884,0.130629891,0.908345993,17.9375095,78.21174498510584,3.585657936921332e+22
Medchal Malkajgiri,0.338814937,0.108188415,0.230626522,17.53498345,78.52463873502381,-3.0296136169608203e-21
Nagarkurnool,2.158570923,0.873611522,1.284959401,16.415762649999998,78.68304333132829,-1028872300658688.0
Nalgonda,1.110181564,1.121014225,0.010832661,16.8579636,79.21749353315548,1.3925465737027064e-26
Nirmal,2.495939442,1.345821289,1.150118153,19.091520950000003,78.39660898429065,-3.0296136169608203e-21
Nizamabad,1.414979667,1.37012829,0.044851377,26.055317950000003,82.99313867937335,11291536130048.0
Peddapalli,3.699961317,1.102681823,2.597279494,18.62065305,79.49501710882896,0.3048420250415802
Rajanna Sircilla,0.563623248,0.564767428,0.00114418,18.452116,78.76455837158737,-1028872300658688.0
Ranga Reddy,0.412349188,0.327322292,0.085026896,17.133395399999998,78.3970978701631,-3.0296136169608203e-21
Sangareddy,1.457531752,1.462695895,0.005164143,17.8684342,77.82271887720601,264183496704.0
Siddipet,0.469975702,0.091876715,0.378098987,18.005585099999998,78.89611304969961,5.401504160270162e+32
Suryapet,1.862321095,0.526090291,1.336230804,17.08001385,79.7925329742427,-1.5191126992353363e-24
Vikarabad,0.271652781,0.187043402,0.084609379,17.2702855,77.74529700637382,264183496704.0
Wanaparthy,5.911067913,0.984745694,4.926322219,16.285294399999998,77.98644727021286,
Warangal Rural,0.420854233,0.3791028,0.041751433,17.9693445,79.6258742,-1.5191126992353363e-24
Warangal Urban,0.487587909,0.354480511,0.133107398,18.0458304,79.611594,0.3048420250415802
Yadadri Bhuvanagiri,0.630428715,0.084363209,0.546065506,17.42819665,79.09049097612106,5.401504160270162e+32
Bhadradri Kothagudem,1.367448139,0.625093908,0.742354231,17.71666325,80.57126094455612,-1.0613853017485864e+23
Jayashankar,5.683848444,0.464301349,5.219547095,18.515987199999998,79.96939659792528,-6.766819822417006e-17
Narayanpet,1.584991037,0.815999907,0.76899113,16.700551750000002,77.61648447017446,1.7509818462287463e-38
North Tripura,1.542869002,0.0,1.542869002,24.092147599999997,92.24512135019847,0.0
Dhalai,1.167627679,0.830802532,0.336825147,23.8253158,91.9732226716333,0.0
Sipahijala,0.601362713,0.003254841,0.598107872,23.53074455,91.30156539030573,0.0
Gomati,2.520489489,0.002801781,2.517687708,23.4987407,91.2999111,0.0
Khowai,0.889218209,0.0,0.889218209,24.04673835,91.62320953646798,0.0
West Tripura,0.612502471,0.0,0.612502471,23.916667,91.5,0.0
South Tripura,0.931395601,0.0,0.931395601,23.5,91.666667,0.0
Unokoti,23.62357053,0.001642557,23.62192797,,,
Amroha,3.77465624,0.02670143,3.74795481,28.90662,78.4707309,-2.253718000437688e-21
Hapur,1.533241589,0.006144137,1.527097452,28.739459150000002,77.83517038273197,5.087290760466388e-38
Bareilly,4.170101962,0.0,4.170101962,28.45823445,79.40474517998476,0.0
Pilibhit,3.104616978,0.672146699,2.432470279,28.4947158,80.1076121626605,0.0
Bulandshahr,4.647089954,0.043817515,4.603272439,28.3874073,77.9743804965303,-0.0222274046391248
Gautam Buddha Nagar,4.671283575,0.002840861,4.668442714,28.3695198,77.59708927492271,-3.299250636613595e+35
Kheri,7.086100462,0.145950617,6.940149845,28.116667,80.716667,3.114640503125489e+24
Budaun,3.899941243,0.043402472,3.856538771,28.116667,78.983333,-1.2316753823961093e-29
Bahraich,4.089125081,0.40923834,3.679886741,27.734382250000003,81.47653998303304,3.468497734346998e+17
Shahjahanpur,4.764711247,0.007833177,4.75687807,27.9128583,79.74762537616267,0.0
